name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
RAD1	22.1884	-6.31657	-28.0487196096135	-999	RAD	R	depth	21.1953	-9.6517	-23.7573	Right Hippocampus	n/a	Right CA1
RAD2	29.045	-8.82056	-27.3680623857377	-999	RAD	R	depth	26.9889	-10.726	-22.8331	Right Hippocampus	n/a	Right CA1
RAD3	36.4094	-11.0333	-29.8450687284353	-999	RAD	R	depth	32.8296	-10.5661	-21.6913	Right FuG fusiform gyrus	fusiform	Right PRC
RAD4	39.1096	-12.1469	-28.0504757643621	-999	RAD	R	depth	38.192	-11.236	-20.6845	Right FuG fusiform gyrus	fusiform	Right PRC
RAD5	41.8017	-13.6327	-25.3298335037177	-999	RAD	R	depth	43.5389	-12.3172	-19.7503	Right Cerebral White Matter	fusiform	n/a
RAD6	46.1982	-14.733	-22.1786342055818	-999	RAD	R	depth	48.8858	-13.3985	-18.8161	Right Cerebral White Matter	inferiortemporal	n/a
RAD7	53.3446	-15.8945	-21.3373864540222	-999	RAD	R	depth	54.2401	-13.8972	-18.4086	Right Cerebral White Matter	middletemporal	n/a
RAD8	60.4344	-16.7578	-20.7264807447699	-999	RAD	R	depth	59.6027	-14.5671	-17.4018	Right MTG middle temporal gyrus	middletemporal	Right Middle Temporal Gyrus
RAD9	66.2537	-17.4869	-17.8997471337973	-999	RAD	R	depth	64.9652	-15.2369	-16.3951	Right MTG middle temporal gyrus	middletemporal	Right Middle Temporal Gyrus
RAD10	71.0854	-18.052	-15.7506939285618	-999	RAD	R	depth	70.3433	-15.4954	-15.3159	n/a	middletemporal	n/a
RAHD1	19.0228	-7.30238	-17.7543107147702	-999	RAHD	R	depth	17.8451	-9.97801	-13.6555	Right Amygdala	n/a	Right Amy
RAHD2	23.8687	-7.65246	-19.4336913168586	-999	RAHD	R	depth	23.1908	-9.55185	-14.9732	Right Hippocampus	n/a	Right CA1
RAHD3	29.5318	-7.34223	-19.2457996607077	-999	RAHD	R	depth	28.5996	-8.23393	-14.8747	Right Inf Lat Vent	n/a	n/a
RAHD4	36.2174	-7.07815	-20.8150222434936	-999	RAHD	R	depth	33.9766	-6.98504	-16.0473	Right Cerebral White Matter	n/a	n/a
RAHD5	40.4938	-6.24929	-20.1008213786814	-999	RAHD	R	depth	40.2553	-5.89333	-16.6404	Right Cerebral White Matter	n/a	n/a
RAHD6	44.144	-6.24457	-19.126119315	-999	RAHD	R	depth	45.1466	-6.05661	-17.4214	Right Cerebral White Matter	superiortemporal	n/a
RAHD7	50.0405	-6.09219	-17.7757299512364	-999	RAHD	R	depth	51.4095	-5.37634	-18.0871	Right MTG middle temporal gyrus	middletemporal	Right Middle Temporal Gyrus
RAHD8	56.0932	-7.24999	-18.5147892802026	-999	RAHD	R	depth	56.7715	-5.29247	-18.2063	Right MTG middle temporal gyrus	middletemporal	Right Middle Temporal Gyrus
RAHD9	62.9235	-7.44855	-19.3874350395184	-999	RAHD	R	depth	62.5802	-5.20164	-18.3354	Right MTG middle temporal gyrus	middletemporal	Right Middle Temporal Gyrus
RAHD10	69.2838	-6.94465	-20.0191419441395	-999	RAHD	R	depth	68.8432	-4.52137	-19.0011	n/a	middletemporal	n/a
RPCD1	7.28782	-7.6201	37.7126806870841	-999	RPCD	R	depth	7.91918	-4.29565	34.6413	Right Cerebral White Matter	posteriorcingulate	n/a
RPCD2	10.3683	-13.2527	42.2059510807496	-999	RPCD	R	depth	11.3941	-9.53676	38.3283	Right SMC supplementary motor cortex	posteriorcingulate	n/a
RPCD3	12.4965	-16.6141	44.6239534265173	-999	RPCD	R	depth	14.0299	-12.9761	41.707	Right SMC supplementary motor cortex	posteriorcingulate	n/a
RPCD4	16.2931	-21.9443	46.2261858748579	-999	RPCD	R	depth	17.5204	-17.8054	45.4751	Right Cerebral White Matter	paracentral	n/a
RPCD5	19.4513	-26.0351	50.0003792413516	-999	RPCD	R	depth	21.058	-21.3992	49.4875	Right Cerebral White Matter	precentral	n/a
