name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
ROTD1	20.0613	0.776639	-32.929837050791	-999	ROTD	R	depth	22.3615	-0.138213	-25.5852	Right Ent entorhinal area	n/a	Right PRC
ROTD2	21.9502	-6.79241	-28.3929437264808	-999	ROTD	R	depth	24.2019	-7.66942	-21.6564	Right Hippocampus	n/a	Right CA1
ROTD3	24.1869	-16.2039	-22.0604186934538	-999	ROTD	R	depth	26.279	-16.6013	-16.393	Right Hippocampus	n/a	Right Sub
ROTD4	26.9752	-24.9867	-15.5502064801593	-999	ROTD	R	depth	28.7416	-24.0732	-11.2141	Right Hippocampus	n/a	Right CA1
ROTD5	29.6141	-34.3426	-8.48877175419961	-999	ROTD	R	depth	31.7005	-32.0078	-6.09067	Right Hippocampus	n/a	Right CA1
ROTD6	32.7227	-42.897	-2.01190050499353	-999	ROTD	R	depth	33.6946	-39.4977	-0.849099	Right Lateral Ventricle	n/a	n/a
ROTD7	36.0087	-50.4319	2.66486545737473	-999	ROTD	R	depth	37.0943	-46.9248	4.38053	Right Cerebral White Matter	lingual	n/a
ROTD8	38.0792	-59.8724	11.5078799390459	-999	ROTD	R	depth	39.1713	-55.8338	10.1015	Right Cerebral White Matter	lateraloccipital	n/a
ROTD9	40.6075	-66.5344	15.4918304574578	-999	ROTD	R	depth	42.4943	-63.2715	14.8808	Right IOG inferior occipital gyrus	inferiorparietal	n/a
ROTD10	41.9826	-76.1635	19.785886197638	-999	ROTD	R	depth	44.4175	-72.2281	19.1642	Right IOG inferior occipital gyrus	inferiorparietal	n/a
ROTD11	46.8409	-83.7245	23.585543234032	-999	ROTD	R	depth	48.6777	-79.6304	23.8064	n/a	inferiorparietal	n/a
ROTD12	48.6734	-86.6861	31.4932646535036	-999	ROTD	R	depth	51.2543	-83.6187	32.2769	n/a	inferiorparietal	n/a
RID1	42.2767	3.07187	-0.305417222330208	-999	RID	R	depth	43.6143	5.75599	-0.532074	Right AIns anterior insula	insula	n/a
RID2	38.8033	-4.25955	4.63033347955948	-999	RID	R	depth	40.4541	-1.90556	5.90322	Right AIns anterior insula	insula	n/a
RID3	36.5422	-13.0795	8.11290498954378	-999	RID	R	depth	38.0774	-9.57833	10.7871	Right PIns posterior insula	insula	n/a
RID4	33.1927	-21.3531	14.1605968799839	-999	RID	R	depth	34.4764	-17.737	17.3198	Right PIns posterior insula	insula	n/a
RID5	32.6938	-29.1959	20.6148116467942	-999	RID	R	depth	33.6037	-24.3478	23.4241	Right PO parietal operculum	supramarginal	n/a
RID6	30.578	-37.9181	25.8432223543835	-999	RID	R	depth	31.2823	-32.9822	28.3191	Right Cerebral White Matter	supramarginal	n/a
RID7	27.0639	-44.139	33.410025144177	-999	RID	R	depth	29.0592	-40.6073	34.6405	Right Cerebral White Matter	inferiorparietal	n/a
RID8	21.6402	-53.2597	37.2432208877282	-999	RID	R	depth	25.8498	-48.7723	40.3859	Right Cerebral White Matter	superiorparietal	n/a
RID9	17.4161	-62.8383	41.0980623072643	-999	RID	R	depth	23.4178	-55.4835	45.2583	Right Cerebral White Matter	superiorparietal	n/a
RID10	15.4119	-70.8368	48.2663216135368	-999	RID	R	depth	21.2501	-64.0702	51.591	Right Cerebral White Matter	superiorparietal	n/a
RID11	13.7268	-80.8204	51.2079603603816	-999	RID	R	depth	19.0546	-72.1761	57.918	Right PCu precuneus	superiorparietal	n/a
RID12	12.9187	-82.9625	60.2904734604572	-999	RID	R	depth	16.7763	-78.8397	64.2279	n/a	superiorparietal	n/a
RPTS1	15.8372	-60.1978	-7.86953075888959	-999	RPTS	R	strip	19.2866	-61.1689	4.34018	n/a	lingual	n/a
RPTS2	27.7174	-59.4036	-15.9628383319615	-999	RPTS	R	strip	27.0266	-54.2051	0.373025	n/a	lingual	n/a
RPTS3	43.4886	-60.5523	-20.587754324099	-999	RPTS	R	strip	35.5425	-47.1351	-0.920758	n/a	fusiform	n/a
RPTS4	59.6295	-59.7507	-22.3246562200737	-999	RPTS	R	strip	43.7434	-40.0416	-0.839173	n/a	bankssts	n/a
RPTS5	69.9339	-52.9728	-11.7613039878237	-999	RPTS	R	strip	52.0197	-34.2764	3.41194	n/a	bankssts	n/a
RPTS6	72.8652	-41.7427	0.723227387615272	-999	RPTS	R	strip	59.8001	-28.0346	7.99617	n/a	bankssts	n/a
RPTS7	71.1112	-35.0399	10.1557332184142	-999	RPTS	R	strip	66.9565	-23.1989	14.891	n/a	superiortemporal	n/a
RPTS8	68.9796	-26.4908	15.1977400349454	-999	RPTS	R	strip	73.3847	-19.3122	23.3718	n/a	supramarginal	n/a
LTS1	-48.1143	1.64736	-48.7678245335071	-999	LTS	L	strip	-44.7782	1.11666	-36.0276	n/a	inferiortemporal	n/a
LTS2	-51.3645	-6.68861	-45.5758569941498	-999	LTS	L	strip	-51.7347	-5.85818	-33.6093	n/a	inferiortemporal	n/a
LTS3	-58.5066	-15.8589	-37.6996244883625	-999	LTS	L	strip	-58.5591	-13.7738	-30.5203	n/a	inferiortemporal	n/a
LTS4	-66.0857	-15.8015	-29.3580773278558	-999	LTS	L	strip	-64.1019	-18.1437	-23.0135	n/a	inferiortemporal	n/a
LTS5	-71.5925	-21.2904	-20.7906230220669	-999	LTS	L	strip	-67.629	-19.475	-13.1759	n/a	middletemporal	n/a
LTS6	-70.5536	-16.2854	-9.589079523258	-999	LTS	L	strip	-67.4195	-17.7375	-2.5713	n/a	middletemporal	n/a
LTS7	-69.984	-11.6708	5.29988397452995	-999	LTS	L	strip	-66.4542	-15.4972	7.13992	n/a	superiortemporal	n/a
LTS8	-68.5971	-15.2787	13.3786454532728	-999	LTS	L	strip	-68.7199	-12.8591	18.3731	n/a	postcentral	n/a
RATS1	40.8812	19.2904	-44.09019138742	-999	RATS	R	strip	40.874	19.6085	-37.1687	n/a	middletemporal	n/a
RATS2	51.0298	13.9909	-41.848034892521	-999	RATS	R	strip	50.1779	14.3074	-33.6161	n/a	middletemporal	n/a
RATS3	58.6284	7.61732	-35.371015104158	-999	RATS	R	strip	57.8164	8.01452	-28.4855	n/a	middletemporal	n/a
RATS4	63.9325	1.81907	-26.8229169661059	-999	RATS	R	strip	62.2733	2.59922	-21.6178	n/a	middletemporal	n/a
RATS5	67.5153	-5.84934	-16.85322068275	-999	RATS	R	strip	65.9191	-2.32981	-13.3193	n/a	middletemporal	n/a
RATS6	67.7122	-6.35028	-1.67000642156027	-999	RATS	R	strip	66.4662	-7.8235	-3.26177	n/a	superiortemporal	n/a
RATS7	68.588	-11.5276	7.46861312666128	-999	RATS	R	strip	64.357	-12.0052	5.54768	n/a	superiortemporal	n/a
RATS8	70.1602	-22.1865	15.1142170262134	-999	RATS	R	strip	64.3803	-16.5083	16.5917	n/a	postcentral	n/a
RFS1	10.8182	49.6574	47.3040150619695	-999	RFS	R	strip	14.6964	54.0232	43.5854	n/a	superiorfrontal	n/a
RFS2	19.44	41.7205	52.5784628156474	-999	RFS	R	strip	24.2168	47.698	44.5179	n/a	superiorfrontal	n/a
RFS3	26.5307	35.837	51.8100917168735	-999	RFS	R	strip	33.1147	41.3078	44.0815	n/a	superiorfrontal	n/a
RFS4	38.5819	29.6288	50.3621922041212	-999	RFS	R	strip	41.1524	34.9063	44.5011	n/a	rostralmiddlefrontal	n/a
RFS5	47.1015	24.0051	45.7480117240322	-999	RFS	R	strip	49.6157	26.5517	43.4372	n/a	caudalmiddlefrontal	n/a
RFS6	54.4839	15.5918	43.6432026145595	-999	RFS	R	strip	56.4703	17.5919	40.4287	n/a	caudalmiddlefrontal	n/a
RFS7	58.4345	9.72211	41.5750984593192	-999	RFS	R	strip	60.8008	8.97716	36.3199	n/a	precentral	n/a
RFS8	65.2804	-5.93291	34.9478187170092	-999	RFS	R	strip	64.2001	-1.13889	31.6466	n/a	precentral	n/a
LFS1	-33.7703	46.6712	37.1393114155357	-999	LFS	L	strip	-27.1373	52.0313	35.1099	n/a	rostralmiddlefrontal	n/a
LFS2	-39.5357	39.4495	37.3994971160517	-999	LFS	L	strip	-35.7301	44.9422	35.7743	n/a	rostralmiddlefrontal	n/a
LFS3	-44.1331	32.0392	39.6955587037671	-999	LFS	L	strip	-42.9387	36.9202	35.5254	n/a	rostralmiddlefrontal	n/a
