name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region	das.region	stein.region
LPF1	-19.2437	-25.3129	74.5896257998729	-999	LPF	L	strip	-17.6296	-18.7102	76.3653	precentral	n/a	n/a
LPF2	-25.3062	-17.5147	75.8731641396151	-999	LPF	L	strip	-22.3313	-10.3118	71.3535	precentral	n/a	n/a
LPF3	-29.8129	-11.5116	68.7806169183241	-999	LPF	L	strip	-27.5817	-3.00879	67.584	precentral	n/a	n/a
LPF4	-33.0449	-4.42762	64.8806776178127	-999	LPF	L	strip	-32.2824	5.38983	62.5721	precentral	n/a	n/a
LPF5	-39.3197	3.18175	58.074492923419	-999	LPF	L	strip	-36.3947	13.738	57.5122	caudalmiddlefrontal	n/a	n/a
LPF6	-42.0823	11.0674	51.5781608373476	-999	LPF	L	strip	-39.6835	20.0881	49.8768	caudalmiddlefrontal	n/a	n/a
LAF1	-22.6753	61.8739	-25.5225377738368	-999	LAF	L	strip	-20.0762	55.9853	-18.3517	lateralorbitofrontal	n/a	n/a
LAF2	-34.879	60.1611	-22.8312495954998	-999	LAF	L	strip	-30.5884	54.5676	-15.3834	rostralmiddlefrontal	n/a	n/a
LAF3	-44.3489	59.6664	-13.5060453516964	-999	LAF	L	strip	-39.2099	53.3784	-11.5483	rostralmiddlefrontal	n/a	n/a
LAF4	-51.7173	51.0709	-5.55926560937307	-999	LAF	L	strip	-44.1713	48.065	-4.31267	rostralmiddlefrontal	n/a	n/a
LAF5	-56.5885	43.4114	3.85488160798444	-999	LAF	L	strip	-47.3804	43.0092	2.86391	rostralmiddlefrontal	n/a	n/a
LAF6	-57.0984	37.7296	13.6739574372996	-999	LAF	L	strip	-48.1979	36.6227	11.2283	rostralmiddlefrontal	n/a	n/a
LIF1	-23.7698	55.6581	-26.9351513277364	-999	LIF	L	strip	-18.2111	49.7027	-19.4815	lateralorbitofrontal	n/a	n/a
LIF2	-29.4083	45.6547	-29.4835250585833	-999	LIF	L	strip	-26.1692	43.0939	-17.4217	lateralorbitofrontal	n/a	n/a
LIF3	-37.3652	38.7301	-28.6099636701087	-999	LIF	L	strip	-34.2395	35.7276	-15.9927	parsorbitalis	n/a	n/a
LIF4	-46.84	33.0941	-25.1568935548223	-999	LIF	L	strip	-42.0853	29.8772	-13.3024	parsorbitalis	n/a	n/a
LIF5	-55.2433	26.9784	-18.6071402168008	-999	LIF	L	strip	-48.3877	25.436	-8.07452	parsorbitalis	n/a	n/a
LIF6	-59.7766	23.9954	-5.43295773576644	-999	LIF	L	strip	-51.9722	22.3098	-0.326132	parstriangularis	n/a	n/a
