name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
RATD1	23.7384	-6.29263	-19.9668850448116	-999	RATD	R	depth	25.0875	-9.09105	-9.94125	Right Amygdala	n/a	Right Amy
RATD2	28.3952	-4.37732	-20.4756500875786	-999	RATD	R	depth	29.7397	-7.73852	-9.77084	Right Amygdala	n/a	Right Amy
RATD3	34.0705	-4.09194	-20.749496473835	-999	RATD	R	depth	35.2952	-7.55108	-9.87805	Right Cerebral White Matter	n/a	n/a
RATD4	39.4659	-2.15877	-21.4845125856459	-999	RATD	R	depth	41.1088	-5.69169	-10.3489	Right Cerebral White Matter	superiortemporal	n/a
RMTD1	32.2805	-22.3701	-9.48573169987261	-999	RMTD	R	depth	30.5709	-24.9562	-2.01001	Right Hippocampus	n/a	Right CA1
RMTD2	36.9573	-20.6674	-9.16028272184459	-999	RMTD	R	depth	35.223	-23.6037	-1.83957	Right Cerebral White Matter	n/a	n/a
RMTD3	44.3474	-18.4946	-8.15541534126074	-999	RMTD	R	depth	41.663	-21.4935	-1.55182	Right Cerebral White Matter	superiortemporal	n/a
RMTD4	48.8893	-17.2413	-7.01720904842467	-999	RMTD	R	depth	46.3167	-20.3096	-0.697528	Right STG superior temporal gyrus	superiortemporal	n/a
RPTD1	33.335	-23.4694	3.43501872747993	-999	RPTD	R	depth	32.02	-25.9417	10.8036	Right Cerebral White Matter	insula	n/a
RPTD2	37.4846	-23.4074	4.01672333747778	-999	RPTD	R	depth	36.5005	-25.7568	11.5061	Right TTG transverse temporal gyrus	insula	n/a
RPTD3	43.1369	-24.3193	5.87317843369861	-999	RPTD	R	depth	42.5991	-26.148	13.5984	Right TTG transverse temporal gyrus	transversetemporal	n/a
RPTD4	48.9181	-25.9553	8.26142995643421	-999	RPTD	R	depth	47.9846	-27.2953	14.7394	Right PT planum temporale	superiortemporal	n/a
RATS1	17.7567	3.60276	-36.6015893381957	-999	RATS	R	strip	23.2981	3.2898	-21.612	n/a	temporalpole	n/a
RATS2	20.4431	-1.93121	-44.0387210785881	-999	RATS	R	strip	27.37	-3.69103	-29.0052	n/a	fusiform	n/a
RATS3	31.8766	-5.53746	-48.4701098783088	-999	RATS	R	strip	36.5314	-7.32027	-33.6426	n/a	inferiortemporal	n/a
RATS4	46.1824	-5.79732	-47.2321458118483	-999	RATS	R	strip	47.8393	-9.5371	-32.2644	n/a	inferiortemporal	n/a
RMTS1	23.2264	-47.7265	-15.2057210845042	-999	RMTS	R	strip	25.2477	-48.6704	-9.9125	n/a	fusiform	n/a
RMTS2	31.7245	-41.1309	-23.1636148358631	-999	RMTS	R	strip	33.4615	-44.2841	-15.6625	n/a	fusiform	n/a
RMTS3	38.4006	-33.7801	-30.4560557664285	-999	RMTS	R	strip	42.5643	-38.4811	-18.9659	n/a	fusiform	n/a
RMTS4	49.4628	-33.869	-32.1897048782053	-999	RMTS	R	strip	51.1336	-33.1028	-20.1856	n/a	inferiortemporal	n/a
RPTS1	27.1849	-50.5592	-16.5381986916715	-999	RPTS	R	strip	27.1807	-56.8438	-11.0224	n/a	fusiform	n/a
RPTS2	37.9517	-52.1386	-23.0655606917013	-999	RPTS	R	strip	37.9173	-54.373	-15.0946	n/a	fusiform	n/a
RPTS3	47.3915	-45.8551	-30.1018446592472	-999	RPTS	R	strip	48.2053	-51.6572	-17.6602	n/a	fusiform	n/a
RPTS4	60.7491	-47.0871	-28.0101564173615	-999	RPTS	R	strip	56.7807	-46.9536	-16.1442	n/a	inferiortemporal	n/a
RATG1	41.0201	14.015	-45.9307311206053	-999	RATG	R	grid	42.4437	7.72383	-30.5256	n/a	middletemporal	n/a
RATG2	53.2747	9.58461	-42.4668184488236	-999	RATG	R	grid	50.9108	1.31824	-27.8214	n/a	middletemporal	n/a
RATG3	59.7275	0.212066	-36.7976843274744	-999	RATG	R	grid	55.1822	-7.52856	-23.375	n/a	middletemporal	n/a
RATG4	62.929	-12.2914	-31.1050095833187	-999	RATG	R	grid	59.3656	-16.7076	-19.719	n/a	inferiortemporal	n/a
RATG5	69.308	-19.241	-22.602440295573	-999	RATG	R	grid	61.5722	-24.8962	-14.3535	n/a	inferiortemporal	n/a
RATG6	72.5192	-28.7279	-15.9352177067899	-999	RATG	R	grid	62.9808	-34.5065	-9.27622	n/a	middletemporal	n/a
