name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
LCG1	-4.75069	0.516126	39.8771914487738	-999	LCG	L	depth	-5.12955	9.98473	42.0564	Left MCgG middle cingulate gyrus	superiorfrontal	n/a
LCG2	-8.14554	2.23474	42.5657659443413	-999	LCG	L	depth	-9.16526	10.8009	44.496	Left Cerebral White Matter	superiorfrontal	n/a
LCG4	-17.5674	10.606	46.5234751725404	-999	LCG	L	depth	-17.6676	14.6816	50.7195	Left Cerebral White Matter	superiorfrontal	n/a
LCG5	-21.2129	14.929	49.2852478366864	-999	LCG	L	depth	-21.6798	16.8129	54.4195	Left SFG superior frontal gyrus	superiorfrontal	n/a
LCG7	-31.3487	16.4506	52.3713740340323	-999	LCG	L	depth	-30.2061	19.8428	59.4208	Left MFG middle frontal gyrus	caudalmiddlefrontal	n/a
LIN1	-37.4514	10.5687	-11.9342523084204	-999	LIN	L	depth	-31.5941	13.6205	-6.25776	Left AIns anterior insula	insula	n/a
LIN2	-39.8033	10.7092	-10.2275661671	-999	LIN	L	depth	-33.3853	14.4848	-5.11642	Left AIns anterior insula	insula	n/a
LIN3	-46.0697	10.2447	-6.75442730678606	-999	LIN	L	depth	-37.8748	15.2949	-2.88474	Left AIns anterior insula	insula	n/a
LIN4	-49.3267	11.5244	-5.08993713031091	-999	LIN	L	depth	-40.574	16.6328	-1.69628	Left AIns anterior insula	parsopercularis	n/a
LIN5	-52.3654	12.5644	-3.34634248084347	-999	LIN	L	depth	-43.7266	17.513	-0.500718	Left FO frontal operculum	parsopercularis	n/a
LIN6	-55.346	15.0544	-1.51673571031702	-999	LIN	L	depth	-46.8802	19.7901	0.891029	Left FO frontal operculum	parsopercularis	n/a
LIN7	-57.9887	16.0759	-0.793254900535197	-999	LIN	L	depth	-50.0328	20.6744	2.16864	Left OpIFG opercular part of the inferior frontal gyrus	parsopercularis	n/a
LIN8	-61.0186	16.2848	0.130118515139447	-999	LIN	L	depth	-54.5468	21.5731	3.46995	n/a	parsopercularis	n/a
LOFC1	-19.2345	34.7281	-24.1074910550078	-999	LOFC	L	depth	-17.9098	37.4501	-20.584	Left MOrG medial orbital gyrus	lateralorbitofrontal	n/a
LOFC2	-20.9974	34.2426	-20.5857697111993	-999	LOFC	L	depth	-19.1984	38.1442	-17.3555	Left Cerebral White Matter	lateralorbitofrontal	n/a
LOFC3	-21.2224	34.0725	-16.6061083590534	-999	LOFC	L	depth	-19.101	38.7419	-13.1017	Left Cerebral White Matter	lateralorbitofrontal	n/a
LOFC7	-28.1718	33.6295	-0.0851636107106659	-999	LOFC	L	depth	-22.8209	41.7446	3.44435	Left Cerebral White Matter	lateralorbitofrontal	n/a
LOFC8	-28.5956	35.2613	5.23533104451992	-999	LOFC	L	depth	-23.6314	42.8362	8.15904	Left Cerebral White Matter	parstriangularis	n/a
LOFC12	-30.8059	41.885	23.1984751939682	-999	LOFC	L	depth	-27.8301	46.9031	24.7034	Left MFG middle frontal gyrus	rostralmiddlefrontal	n/a
LOFC13	-31.7384	42.1017	28.1968372813826	-999	LOFC	L	depth	-28.6414	48.9232	29.4942	Left Cerebral White Matter	rostralmiddlefrontal	n/a
LOFC14	-31.9485	42.2359	33.0075243014598	-999	LOFC	L	depth	-29.4517	49.5505	34.1709	Left Cerebral White Matter	rostralmiddlefrontal	n/a
LA1	-18.5331	1.30979	-26.1926730405483	-999	LA	L	depth	-16.0208	1.53674	-21.0385	Left Ent entorhinal area	n/a	Left EC
LA2	-21.4323	2.02589	-25.4895585308144	-999	LA	L	depth	-19.1734	2.41534	-19.8755	Left Ent entorhinal area	n/a	Left EC
